"";"logFC.W1";"logFC.W2";"logFC.W3";"logFC.W4";"logFC.W5";"logFC.W6";"logFC.W7";"logCPM";"LR";"PValue";"FDR";"logFC.W0";"module"
"Arl5b";0,369479422595336;0,203383759813293;0,272638947926781;0,645670570633301;0,642245251949283;0,457192766831408;0,737020346746563;5,53740403462157;16,8284169983509;0,0185367211568842;0,0407657476610063;0;NA
"Ahsa2";-0,177388152890774;-0,360189459810728;-0,202457228306604;0,0174967674267873;0,396889892014133;0,397069743704254;0,39814368491815;3,87648633026198;16,8266639494751;0,0185487330224034;0,0407864588221295;0;NA
"Clptm1l";0,0932477499527034;0,0308133703271763;0,105318940171983;0,266403271832888;0,585134084761286;0,493877737489848;0,639514313122731;7,37703020838425;16,8217780953608;0,0185822499026906;0,0408501832319711;0;NA
"B3gat2";0,728055755195706;-0,22776408412289;-0,542513948012481;0,885997977044405;1,03082774405278;0,0856895389397837;1,50423642906874;-0,949818405679535;16,8216819602641;0,0185829099653389;0,0408501832319711;0;NA
"Msh4";0,702698917244526;1,81081155941023;1,5508056013547;2,27767278749965;2,31784500395152;2,09508868121024;2,23107439069525;-1,26128096483115;16,8207051409387;0,0185896180618581;0,0408592164362552;0;NA
"Limk2";0,12060602545778;0,000757638605334325;-0,177955394323876;-0,532769219950623;-0,483308270614579;-0,439562620208622;-0,339541510560555;6,88860962030899;16,8034653196336;0,0187083884615672;0,0411145210221917;0;NA
"Sqle";0,201050799363983;-0,142662186044349;0,207974488668243;0,312048597191464;0,332456312691628;0,503037716725497;0,69014598758354;7,50425521897709;16,8016195483145;0,0187211472218793;0,0411368101498793;0;NA
"Atg5";-0,0763335679773936;-0,118168068574966;-0,00375873888834215;0,324245817486461;0,591681001463525;0,233790469942975;0,286928862078313;5,77336114800475;16,7987242771064;0,0187411772432105;0,0411724651736844;0;NA
"Tnfsf9";0,920041579160357;-0,0776747777803388;0,104557361631985;0,868385281874822;1,3074977067174;0,765800830179381;1,40383762748813;0,233798772469064;16,7985171167759;0,0187426111975613;0,0411724651736844;0;NA
"Siglec1";0,268381154899908;0,672221691798051;1,2437529249044;0,844913797768143;0,588962008275363;0,257097491418982;-0,42223683793392;0,933359604797618;16,7945336129111;0,0187702051281331;0,0412273211825242;0;NA
"Dnah5";0,0687700393008825;0,00225988121953526;0,625217933219071;-1,02524695832098;-1,06269387106607;-1,21668271728027;-0,888558919087056;-0,385738044181762;16,7883661135766;0,018813003917068;0,0413155535108456;0;NA
"Caskin1";0,107915977074708;-0,3429037900407;-1,01754269544381;-1,87804007369223;-1,24036680667314;-1,18248366898538;-1,10318862590459;-0,786518550568921;16,7849962227588;0,0188364281438938;0,0413612183349579;0;NA
"Erp29";-0,00159314371281825;-0,0634427028160047;-0,114411465589415;0,209355559153471;0,552518472266238;0,394395527961619;0,363712748563195;6,69795252886431;16,7838380555726;0,0188444850045753;0,0413731313003677;0;NA
"N4bp3";0,230935802560993;0,319853210717972;0,242669674141687;0,497582594292311;0,69679263555898;0,928327776981803;0,752158069567951;3,6502131643202;16,7826504951851;0,0188527497430005;0,0413854972716356;0;NA
"Mrps16";-0,0482403044837888;-0,106535987838545;-0,0384014563145515;0,331794143076819;0,566355088238267;0,034532626139346;-0,124914412844966;5,52555847412829;16,7806825095997;0,018866453380566;0,0414097975777271;0;NA
"Calm1";0,0647574015688193;0,15879516924684;0,289064354863586;0,700254894965563;0,774484584713319;0,559548683028149;0,497043288289045;10,6604688828071;16,774821988357;0,0189073179525668;0,0414932315431141;0;NA
"Nars";0,0319613997308006;0,106197015418685;0,144746045015636;0,283769352896771;0,202154525188679;0,598172578099298;0,707179856352795;7,64502236267482;16,7744743592577;0,0189097445621685;0,0414932315431141;0;NA
"Ccdc8";-0,289743777904807;-0,242252045980827;-0,170373985862446;-0,680716379838043;-0,763887192840146;-1,15921497377297;-1,34525590687846;1,4112324370905;16,7726056650776;0,0189227939739245;0,0415160712891488;0;NA
"Rpl9-ps6";-0,837893987387345;-0,620751677544356;-0,923835287953713;-0,739262411934913;0,00572511946440009;-1,16322730072384;-2,52014453843389;-0,972025124592638;16,7716653987497;0,018929363251983;0,0415246894164471;0;NA
"Trdmt1";-0,0590382524470221;0,230902588973629;0,00353133762367947;-0,0334528613727643;-0,610281342486838;-0,511605964330099;-0,863268476276419;2,74389308893077;16,77046433961;0,0189377577423464;0,0415373084856543;0;NA
"Mfsd7a";-0,287642656187641;0,112259318250346;0,250614931093355;0,743835557127346;0,676563766987842;0,759034288299704;0,700494156505615;2,40963833857262;16,7699492934008;0,0189413586079168;0,0415394113591392;0;NA
"Snrnp40";0,0748038236181602;0,265398259786965;0,453711570538392;0,687101755231567;0,639160991393414;0,723652991015968;0,494165817135883;4,55977580568322;16,7584083251399;0,0190222163974525;0,0417109185775102;0;NA
"Ralgds";0,106430614621231;0,0537305254881557;0,0345378085845722;0,179515765756678;0,272790348979681;0,618662322233129;0,567063938526098;6,12852058632647;16,7551925233187;0,0190448051822858;0,0417546265619714;0;NA
"Tmc4";-0,00230843816124093;-0,109738175600863;-0,213283599431344;-0,49768920158551;-0,474309018034526;-0,706962500373434;-0,582194689433899;8,2680733320017;16,7530476910962;0,019059885317903;0,0417818623770316;0;NA
"Dnttip2";0,0956326084034407;0,0960371816429691;0,204319738897943;0,476564877428844;0,602151413725738;0,561486549002845;0,586560604307909;5,41618994785028;16,7523190067781;0,0190650112188871;0,0417872726032822;0;NA
"Zer1";-0,0256727432868249;-0,202587221112707;-0,229347404900303;-0,587974475892449;-0,677506510781912;-0,60333804808073;-0,589347635088495;4,36464104274717;16,7502348173792;0,0190796796014855;0,0418135939077996;0;NA
"Gnat2";0,210800832233259;0,244106062655966;0,342157265882495;-0,30732977582054;-1,12600873406786;-1,09398291049382;-1,305467820509;-0,454155936943613;16,7498223464247;0,0190825838151698;0,0418141299988989;0;NA
"Lrrc7";0,0904673906054618;-0,113012548728854;-1,91557192081323;-1,32306376533498;-1,15209354015104;-1,44515530160948;-1,14315396107812;-1,37115871966338;16,7438471879485;0,0191247021490382;0,0419005807117027;0;NA
"Fam71e1";-0,0469410540368407;-0,596928497991985;-0,949239791992301;-1,20482213694516;-1,44088314011339;-1,51641049701472;-1,71773874895119;-0,611648955549361;16,7272858743661;0,0192419036305932;0,0421514851442367;0;NA
"Daxx";-0,0805212433591112;0,584019402064375;0,0358474870860293;0,484323538790422;0,260605988813629;0,543191379965204;0,359462725776104;5,00929361399355;16,7255317950543;0,0192543568396693;0,0421728891380999;0;NA
"Snx21";-0,064344946354469;-0,194812387864799;-0,492966211643985;-0,444005132400406;-0,592466380763349;-0,692674584817126;-0,931644248288574;3,55329357646748;16,7247891047538;0,0192596319293309;0,0421785670974983;0;NA
"Neurl1b";-0,0456019658791375;0,130451373784955;-0,0142624016515596;-0,553989219812247;-0,548105847842006;0,175593727767027;-0,0227674127537161;4,53381136419304;16,7174925013544;0,0193115304318149;0,0422863344636481;0;NA
"Plpp7";-0,591735396486749;-0,52200965421966;-0,467600364050095;-0,462034360837844;-0,976081401847821;-2,33379283967877;-1,91148566014086;-1,09302227335591;16,7146922488594;0,0193314830358127;0,0423241298271894;0;NA
"Acvrl1";-0,222455676469261;0,0345517119371173;-0,108358454119758;-0,178829022538258;-0,658605732567147;-0,438828289047487;-0,86735089583854;3,66285953436944;16,7072280864858;0,0193847630848537;0,042434871236434;0;NA
"Ttc39b";0,0692145700332697;0,474674504432822;0,537673134244834;0,667798548590998;0,673582118846192;0,461883713871786;0,43797034719374;5,86406251333049;16,7055512269853;0,0193967518812464;0,0424552043821462;0;NA
"Pkhd1";-0,07789767297258;0,47737722807751;-1,51523594910691;-1,50950574397781;0,896171506898906;0,592815711321925;-0,774868786604945;-1,95256068020387;16,705046871912;0,0194003591727559;0,042457189158417;0;NA
"Zfp524";-0,135041584373561;-0,0519851224990288;-0,289631634667507;-0,53578260554192;-0,541064286289732;-0,610214645414203;-0,84405140453991;3,95188626197494;16,7034658456443;0,0194116712557581;0,0424760327742558;0;NA
"Klhl26";-0,204828984190296;-0,414174112353305;-0,339077880896543;-0,504959550612039;-0,747624601741305;-0,703456061317378;-0,847624887630092;4,13137814618331;16,7026541241003;0,0194174814759549;0,0424828338108771;0;NA
"Smarce1";0,0130851771686979;0,0954969380761461;0,148627132224243;0,363118271296671;0,415420789757426;0,628807628462307;0,544100821034899;6,16327278914241;16,7008811909954;0,0194301776974763;0,0425046965019789;0;NA
"Atp2a3";-0,0477014813420088;-0,222132008494579;-0,232061773517354;-0,712484943444242;-0,641081583826829;-0,661747542509536;-0,520028661327156;9,75970727881277;16,6934549001731;0,0194834441709764;0,0426152906588886;0;NA
"Ahsa1";-0,0482067379228567;-0,0655618048340937;0,00203989528756284;0,417181080063027;0,480074469187993;0,459790307544677;0,360631395335377;6,62183216710097;16,6917044202487;0,0194960200101137;0,0426368655722641;0;NA
"Mia3";-0,150619692474196;-0,196230080941641;-0,264257970360463;-0,635889063595635;-0,326528811211767;-0,123429220790794;0,225196993741662;6,67882633906046;16,6880582890885;0,0195222393984999;0,0426882681256211;0;NA
"Pxdn";-0,115990525346858;-0,257462742906331;-0,173210645855513;-0,747382694725037;-0,814711712064929;-0,906442617879682;-0,527960362577344;3,0547181012741;16,6841448660626;0,0195504181613479;0,0427439402492994;0;NA
"Ndufa1";0,0614028813395042;-0,104920103832155;-0,0640731968584412;0,0725837859474071;0,312087348288904;-0,328868964438327;-0,503277972250204;6,72880222444132;16,6816501936218;0,0195684013162372;0,0427773088840214;0;NA
"Gm45713";0,724401700055328;1,12984991715707;1,08595559217593;1,04183853940564;1,77060233321816;1,48254705219431;0,758408715948312;0,865826776212119;16,678154988641;0,0195936233690452;0,0428264905613969;0;NA
"Atxn2l";-0,0734186385072763;0,105027056074468;-0,0606871979513913;-0,146835856657711;-0,216715930093469;0,240207023906832;0,519074528733992;6,36153845678445;16,6723082846046;0,0196358833341043;0,0429128937696398;0;NA
"Rtkn2";0,532766588781647;0,699534745066297;0,557797651506666;0,151417166299298;-0,866741200275604;-0,742026158104949;-0,886469666940306;-0,448222565025509;16,6712465340313;0,0196435669492715;0,0429237191906111;0;NA
"Psrc1";-0,0416515990417545;0,841450634601357;0,891719129130392;0,713945956513763;0,102583191538252;0,748501075956872;-0,170489039239158;1,73159254385968;16,66595825118;0,0196818794489378;0,0430014603524458;0;NA
"Nmnat1";-0,023089088825672;0,0527194919254192;0,0309299221245616;0,608711460405276;0,675415561269128;0,69925915233669;0,76696601816898;2,83336621443763;16,6652848482929;0,0196867632035239;0,0430061541039048;0;NA
"Naf1";-0,0684156633330672;0,0201081208441603;-0,29706860980033;-0,594472454076827;-0,537811212501398;-0,483147592462798;-0,639845677295405;4,43693330907492;16,6626830552715;0,0197056431397723;0,0430414172608364;0;NA
"Kcnj11";-0,0318315215620986;0,15288514492188;-1,07575496589565;-1,77953248318837;-0,640642256872456;-1,29693029179885;-1,1707698567442;-1,00208035660314;16,6605894838375;0,0197208476479837;0,04306864380075;0;NA
"Mief2";-0,0799294899537942;-0,135778549392096;0,195373507378568;0,470164211037776;0,558743595002846;0,731155621898661;0,60018373769464;3,21552603940265;16,6584876195411;0,0197361235926448;0,0430960187671613;0;NA
"Dda1";-0,00322445069314417;0,00985876793308233;0,129893381042902;0,401189481538905;0,470272782953651;0,540611133731006;0,536251340995146;5,60723758024097;16,6536945224152;0,0197710009506497;0,0431659353418663;0;NA
"Abcb1b";-0,495307257790961;-0,421873700109029;0,131076406349661;0,732721296372754;0,611371559568054;0,444635493511391;0,837112789408404;1,02821590767256;16,6533330607422;0,019773633528312;0,0431659353418663;0;NA
"Ube2m";-0,128633050837383;0,0461941925102171;0,0733832060619746;0,250990101321969;0,419838636718057;0,51503120495286;0,495644184604217;6,55499560080527;16,6511033284335;0,0197898803546809;0,0431954045448137;0;NA
"Pkmyt1";0,231457380297048;0,486904830290926;0,604593614393366;0,708892956757713;0,585746073544079;0,971051105053795;0,95198610527303;3,39383611831727;16,649212079269;0,0198036707791769;0,0432195047182426;0;NA
"Zfp991";0,408600043407836;0,455343753532245;0,504737234282522;0,768099771095312;1,15784812525891;1,05649905704438;0,866725213956883;2,61348980612656;16,645769720632;0,0198287948606726;0,0432683293267863;0;NA
"Themis3";-0,0266174874563157;-0,182231376519807;-0,259794894086058;-0,540543790336874;-0,48941607928571;-0,513618692810395;-0,618480442884204;6,33900493263575;16,6380304066741;0,0198853908929628;0,0433858056646074;0;NA
"Dpf3";0,0505958794389925;0,188213793583635;0,137849339476223;0,755126701878494;-0,78717331244108;-1,05508324864341;-0,880695503697642;-0,245947142083936;16,6330658194017;0,0199217766503283;0,0434591608847595;0;NA
"Ndufaf5";0,139653281315597;-0,0603814421983292;-0,121695924240312;0,44788592150621;0,731857642644535;0,205560492111616;0,269589103929673;4,14936953331865;16,6304961085202;0,0199406350409602;0,0434942652766339;0;NA
"Wdr13";0,109617659182778;-0,211456968505906;-0,291370081828423;-0,383298897563666;-0,489467373544203;-0,603706200649786;-0,42979240827228;5,80382082246308;16,6275816841332;0,0199620437053143;0,043534921783181;0;NA
"Cnpy2";-0,076080592417848;-0,213123401509155;-0,100803057584742;-0,0044166836290202;0,0330445584273857;-0,458470679127489;-0,669184492613089;6,40596407063882;16,6227276718916;0,0199977485781037;0,0436019071965245;0;NA
"Cfap300";-0,234961033948153;-0,338924914733488;-0,915796254257146;-0,695529972925887;-0,871584485516573;-1,14706408226866;-1,51161908286168;1,1154031888365;16,6226520788135;0,0199983051007593;0,0436019071965245;0;NA
"Slc5a3";0,379546089401389;-0,0806795696586725;0,241604205094456;-0,0429732015222664;-0,0641413282280618;-0,439854245011901;-0,186066794092799;5,46612105816342;16,6126915265986;0,0200717643164169;0,0437560009127435;0;NA
"Ostm1";0,105396827396071;0,189656878536817;0,212294537616755;0,548228901424908;0,699087280296388;0,634199183858651;0,770448079370205;3,95167438419522;16,6118607071677;0,0200779031856316;0,0437633153867323;0;NA
"Vmn1r26";-0,227749993310036;0,528041545894554;0,5943845893589;0,469307349003315;-0,243082679069092;-0,50011805577427;-0,734966550746552;1,16345932599426;16,6108074923255;0,0200856878822907;0,0437742147054859;0;NA
"Taok1";0,309023139045979;-0,0039913665581072;0,0202675329657062;-0,143773628403023;0,087258411202526;0,208672643140843;0,620424142048855;5,84964644914674;16,6100579913939;0,0200912294636223;0,0437802230945349;0;NA
"Rab11b";-0,043792453489335;-0,171020989613342;-0,276659938710101;-0,613650841762025;-0,657115440950046;-0,446348918050238;-0,50848731734628;7,05859471924179;16,609614330825;0,0200945104385784;0,0437813044782885;0;NA
"Tmem52";-0,106975903505924;-0,717159934398928;-0,431308290724572;-1,07315836741581;-1,57904104521171;-1,92010729625465;-1,60393436406712;-1,04536930444348;16,6062169398522;0,0201196518193642;0,043830007746161;0;NA
"Tedc1";0,201326600238513;0,532907231914833;0,430492956255317;0,432061339922318;0,30409968573883;0,870420193349299;0,802534242436783;4,08826806540635;16,6036380330007;0,0201387561904321;0,0438655479116061;0;NA
"Slc2a1";0,0821484275623093;0,0637553187534717;0,109910697516924;0,105842469460958;0,627860454829;0,351817627510871;0,641103417975977;7,63422553001003;16,6022439666202;0,0201490905125975;0,0438819782572459;0;NA
"Slamf9";0,000705157132559201;0,771237713475793;0,865018327349459;1,01037045086921;1,43895128215345;1,08530933595014;0,93971693471209;1,13804018983014;16,6002241906303;0,0201640722015731;0,0439085239824283;0;NA
"Prob1";0,126765291165754;-0,244827887990359;-0,491450621736753;-0,901862074726354;-1,46552764607649;-1,43278246656304;-1,05683189679242;-0,192628623198962;16,5978110164382;0,020181985789486;0,0439414458637721;0;NA
"Zfp791";0,138881270542581;-0,371296476863253;-0,335212603232239;0,168630637544413;0,0463336435161;0,0428139215219079;-0,679209383734805;4,057718285586;16,5973948968582;0,0201850762749008;0,0439420893373013;0;NA
"Syt11";0,0706791465132947;-0,0378351748321807;-0,389403685530098;-0,586479644009614;-0,839916788395777;-0,684705854580053;-0,623216724156998;2,94307303597971;16,5878803544546;0,0202558627014218;0,0440900835375541;0;NA
"Gm47102";-0,7254219414547;-0,284730337233837;-0,0949588237268452;-0,316377936551495;0,300347255800382;0,474049807681092;1,3418899714923;-0,636551429315786;16,5838726066221;0,0202857500905371;0,0441490258753356;0;NA
"Flot1";-0,00776088659798366;0,0225009754020295;0,192073681912482;0,306228146052095;0,566286416026774;0,44041116315153;0,584686519322807;5,52811606258437;16,5824796556641;0,020296147687464;0,0441655410300773;0;NA
"D930048N14Rik";0,0724012431066554;-0,0777467033293247;0,0968192128910721;0,571778375718026;0,747017657968163;0,90880014106167;1,12257833856819;1,4311441715905;16,5817806255441;0,0203013674612979;0,0441707859433332;0;NA
"Ccr6";-0,0592524889794187;-0,487121591314624;0,344309977933998;0,113474148877256;-0,578566671577179;0,112572226260281;1,30202305788001;-0,336808017897736;16,573441285918;0,0203637370654642;0,0443003561842021;0;NA
"Hmgxb4";0,160179190101515;0,277559993134612;0,328240474179196;0,379530241591206;0,41612017647353;0,749048041747351;0,915111208877086;3,83582430229736;16,5729613697417;0,0203673318699017;0,0443005679482067;0;NA
